SMILES,matched_by,matched_query,pubchem_cid,MW,nHBAcc,ALogP,FMF,HybRatio,nAcid,S1,S2,S3,S4,S5,S6
COC1=C2C=COC2=C(C3=C1C=CC(=O)O3)OC,Name,Isopimpinellin,68079,246.2159988,1,2.4402,0.464285714,0.153846154,0,1916767.75,4051752.14,986897.7536,3417643.615,1793376.054,1497598.059
CCCCCC=CCC(=CCCCCCCCC(=O)[O-])[N+](=O)[O-],Name,10-Nitrolinoleate,170987937,324.4357917,2,5.3202,0,0.722222222,1,11782683.54,14114099.61,12676483.84,12218412.93,14108307.3,15058869.24
,,,,,,,,,,20032503.19,23894816.16,22608111.56,9971336.608,18552026.32,13505605.7
CC1(C2CC(=O)C3(C(C2(C=CC(=O)O1)C)CCC4(C35C(O5)C(=O)OC4C6=COC=C6)C)C)C,Name,Obacunone,119041,454.5131904,6,2.6824,0.396825397,0.653846154,0,474052.0254,470517.0304,370307.2516,587979.6941,524434.8933,639289.4021
CC1(C2CC(=O)C3(C(C24COC(=O)CC4O1)CCC5(C36C(O6)C(=O)OC5C7=COC=C7)C)C)C,Name,Limonin,179651,470.5125954,7,1.4145,0.421875,0.730769231,0,1461291.697,13114976.6,5067283.886,4386880.354,5392619.328,4027859.458
C1=CC=C(C=C1)CCC2=CC(=O)C3=C(O2)C(C(C(C3O)O)O)O,Name,Agarotetrol,13606036,318.3218734,5,1.0574,0.43902439,0.352941176,0,483999.7106,563022.3368,572818.5015,555434.7009,650370.2611,694929.925
CC1=CC(=O)C(C2(C1CC3C45C2C(C(C(C4(C(C(=O)O3)O)O)(OC5)C)O)O)C)O,Name,Bruceine D,441788,410.4158219,9,-1.9789,0.345454545,0.8,0,1977549.521,5335050.463,1992421.497,17016881.78,4912569.081,3746336.133
CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O,Name,Estrone,5870,270.3667526,2,3.7732,0.404761905,0.611111111,0,8080017.564,18762151.1,9682903.359,8603932.621,6267611.464,4690902.794
CC=C(C)C(=O)OC1=C2C(=CC(=C1OC)OC)CC(C(CC3=CC(=C(C(=C32)OC)OC)OC)(C)O)C,Name,Tigloylgomisin H,5318766,500.5817117,2,5.381,0.222222222,0.464285714,0,24124309.85,40345838.71,40649027.3,17231992.53,29087870.12,31115793.25
,,,,,,,,,,903062.1286,1179564.529,1223468.87,1410522.92,1031506.438,1108221.583
COC1=C(C2=C3C(CC4=CC(=C(C=C42)OC)O)NCCC3=C1)O,Name,Norisoboldine,14539911,313.3484434,3,2.4966,0.404761905,0.333333333,0,8474455.483,20701665.27,11158035.09,8817013.765,7853250.286,6401176.815
CC(CCC(=O)O)C(=O)O,Name,2-Methylpentanedioic acid,12046,146.1414426,4,0.5087,0,0.666666667,2,662279.4837,1021457.813,407654.3607,1495772.08,622137.5906,533631.3164
CC(=CCC1=C(C2=C(C=C1O)OC3=C(C2=O)C(=C(C(=C3)O)OC)CC=C(C)C)O)C,Name,Alpha-Mangostin,5281650,410.4605507,4,6.1138,0.25,0.291666667,0,19473338.23,25472800.52,19806986.76,22905000.63,22750689.66,33878194.08
CCCCCC=CCC=CCC=CCC=CCCCCOC(CO)CO,Name,2-Arachidonyl Glycerol ether,6483057,364.5627706,3,5.8499,0,0.652173913,0,6201243.098,2704484.74,3343538.261,2564997.508,2448786.189,2966375.256
C(C1C(C(C(C(=O)O1)O)O)O)O,Name,Gluconolactone,7027,178.1402525,6,-2.1223,0.272727273,0.833333333,0,1412652.8,1450498.605,1387345.453,6501715.958,1519451.995,1562232.889
CC1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O,Name,5-Methylcytidine,92918,257.2436045,7,-0.4912,0.333333333,0.6,0,263547.9425,38176805.28,15550447.38,4353282.441,10718370.66,7363029.693
C1=CC(=CC=C1C=CC2=CC(=CC(=C2)O)O)O,Name,Resveratrol,445154,228.2438064,3,3.014,0.482758621,0,0,2182478.057,3553134.144,2034667.372,2870935.075,4217500.959,3699896.529
C1=COC(C2C1C(C=C2CO)O)OC3C(C(C(C(O3)CO)O)O)O,Name,Aucubin,91458,346.3303794,9,-3.1019,0.347826087,0.733333333,0,3852013.81,6236765.849,4785459.922,8356080.649,6831400.229,5781039.445
C1CCN2C(C1)C34CC2C=CC3=CC(=O)O4,Name,Securinine,442872,217.264191,3,1.449,0.483870968,0.615384615,0,840433.7083,3455508.342,1733093.097,5488367.097,23481064.72,7533827.092
CC(=CCNC1=C2C(=NC=N1)N(C=N2)C3C(C(C(O3)CO)O)O)CO,Name,trans-Zeatin-riboside,6440982,351.358335,9,-1.09,0.304347826,0.533333333,0,546737.5946,626897.5148,481580.2177,3408211.881,1060254.203,1309914.955
C1=C2C(=CC(=C1O)O)OC3=C(C2=O)C(=C(C(=C3)O)C4C(C(C(C(O4)CO)O)O)O)O,Name,Mangiferin,5281647,422.3403698,10,-0.2419,0.416666667,0.315789474,0,1904751.313,4255407.023,2217716.969,2735709.878,2632712.372,2535137.436
C1=CC(=CC(=C1)O)C(=O)NCC(=O)O,Name,3-Hydroxyhippuric Acid,450268,195.1724128,5,0.4402,0.260869565,0.111111111,1,580676.4906,713798.69,716157.1984,1085802.667,1162605.028,1119515.964
C1=CC2=C(C=C1O)C(=CN2)CCN,Name,Serotonin,5202,176.2154594,2,1.2832,0.36,0.2,0,3133049.566,35297968.46,13820967.35,5570364.725,4487952.895,4023204.607
CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3,Name,Hyoscyamine,154417,289.3700656,4,1.7212,0.386363636,0.588235294,0,2544728.295,1426503.991,794830.3221,714532.2234,751406.9427,992852.3848
C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O,Name,Inosine-5'-monophosphate,135398640,348.2064026,10,-2.9212,0.388888889,0.5,2,919577.9563,1295072.025,1537306.36,1728186.478,1925172.742,1503657.348
C(CS(=O)(=O)O)N=C(N)N,Name,Guanidinoethyl Sulfonate,68340,167.1880839,6,-1.7462,0,0.666666667,1,394970.4447,447731.4579,461905.7648,1997305.149,1894120.012,1533972.105
CCC(C)COC1C(C(C(C(O1)CO)O)O)O,Name,2-Methylbutyl beta-D-glucopyranoside,13944078,250.289221,6,-0.4569,0.153846154,1,0,8815529.106,20228079.33,21124274.82,8197349.079,18211326.03,21074126.55
C(C(C(=O)O)N)SSCC(C(=O)O)N,Name,L-Cystine,67678,240.3029005,6,-0.8758,0,0.666666667,2,13342958.23,4147614.151,18027946.55,5277723.33,13319430.28,9261416.685
CC(=O)NCCC1=CNC2=CC(=C(C=C21)OC)O,Name,6-Hydroxymelatonin,1864,248.2782399,3,1.2882,0.264705882,0.307692308,0,305973.6907,359286.3139,363601.9042,319769.8827,436739.0204,431924.7903
CCC1(C(=O)N(C(=O)N1)C)C2=CC=C(C=C2)O,Name,4-Hydroxymephenytoin,119507,234.2516225,5,1.3326,0.35483871,0.333333333,0,2802621.67,9957243.337,2893829.906,990785.0318,4931864.535,7848841.942
,,,,,,,,,,3533649.046,14745251.5,4126246.96,8480330.096,9664517.594,6521843.678
CC(=O)NCCCC(=O)O,Name,4-Acetamidobutyric Acid,18189,145.1566817,4,-0.6007,0,0.666666667,1,542858.1727,612439.7322,610754.4539,680715.3908,712327.7971,703610.4945
C1=CC(=C(C=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)C4C(C(C(C(O4)CO)O)O)O)O)O,Name,Orientin,5281675,448.3777231,10,0.3681,0.423076923,0.285714286,0,16207649.31,9588017.168,18159569.68,11735552.62,19591969.07,13381896.25
C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC(=C(C(=C3)OC4C(C(C(C(O4)CO)O)O)O)O)O,Name,Plantagoside,174157,466.3930095,10,-0.1415,0.418181818,0.380952381,0,2261856.614,5043487.101,3604462.24,25621959.73,15334601.67,16075188.55
CCC1C2CCCCN3C2C(CC3C4CC(C(=O)O4)C)C5C1OC(=O)C5C,Name,Tuberostemonine,100781,375.5025575,5,3.6038,0.35,0.909090909,0,2678195.84,5043487.101,3602461.256,25621959.73,15334601.67,16075188.55
C(CS(=O)(=O)O)C(C(=O)O)N,Name,Homocysteic acid,92117,183.1842232,6,-1.8516,0,0.75,2,4742485.716,822816.6128,779505.8806,1645966.076,883984.5491,948528.6218
C1=CC=C(C=C1)CC(C(=O)NC(CC2=CC=CC=C2)C(=O)O)N,Name,Phe-Phe,6993090,312.3636824,5,2.1619,0.418604651,0.222222222,1,6476591.939,4374073.616,18449234.37,214674.8056,237133.8809,260040.5182
CN1C(=O)C2=C(NC1=O)N=CN2,Name,1-Methylxanthine,80220,166.1376826,3,0.4104,0.5,0.166666667,0,3114419.149,25701949.4,9455085.254,2485896.897,11063253.22,11092657.29
,,,,,,,,,,526511.7195,371943.1685,318540.3469,301429.9788,327626.0089,356559.1067
CCCCN1C2=CC=CC=C2C(=C(C1=O)CC3=CC=CC=C3)O,Name,"3-benzyl-1-butyl-4-hydroxy-1,2-dihydroquinolin-2-one",54690075,307.3869868,2,5.4011,0.386363636,0.25,0,563020.2035,428334.689,391423.7716,609650.1414,543763.3477,679696.2569
CCN1CC2(CCC(C34C2CC(C31)C5(CC(C6CC4C5C6O)OC)O)OC)COC,Name,Talatisamine,441761,421.5710788,6,-0.3231,0.275362319,1,0,319921.3539,334632.3959,374859.2629,331638.8689,401126.6356,392552.3825
C1=CC=C2C=C(C=CC2=C1)CC(C(=O)O)N,Name,3-(2-Naphthyl)-D-Alanine,2733661,215.2483095,3,1.8637,0.344827586,0.153846154,1,1013171.185,7757883.225,4918710.426,5694104.992,6513441.622,7288208.704
COC1=CC=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)OC,Name,"4',7-Dimethoxyisoflavone",136419,282.2913005,1,3.505,0.457142857,0.117647059,0,698782.6225,1618753.393,1633387.396,3874809.108,1803890.608,3233272.222
CCCCCCCCCCCCCCCC1=C(C(=CC=C1)O)C(=O)O,Name,Anacardic acid,167551,348.5202716,3,8.04,0.098360656,0.681818182,1,6660613.509,11052787.67,8184433.79,5027970.158,4946046.94,5939837.659
CC1=NC=C(C(=C1O)CN)CO,Name,Pyridoxamine,1052,168.1933925,4,-0.804,0.25,0.375,0,710873.1051,22094088.02,1276038.707,16995564.01,2544876.653,2926691.75
CC(C(=O)O)NC(=O)C(CC1=CC=C(C=C1)O)N,Name,Tyrosylalanine,5496455,252.2669089,6,0.3386,0.176470588,0.333333333,1,2350038.774,17799073.45,3244297.042,21576713.23,4579578.675,4535754.579
CC(C(=O)O)NC(=O)C(CC1=CC=C(C=C1)O)NC(=O)CN,Name,Gly-Tyr-Ala,194988,309.3183111,8,-0.3882,0.146341463,0.357142857,1,2680492.467,16744185.99,5492187.754,2622793.236,9657618.44,8463260.278
,,,,,,,,,,1264101.889,6295116.34,1427561.944,1966223.011,5020718.14,4346417.106
COC1=C(C=C(C=C1)C=CC2=CC(=C(C(=C2)OC)OC)OC)O,Name,Combretastatin A4,5351344,316.3490859,1,3.4832,0.325581395,0.222222222,0,762449.7209,6105452.557,4507639.449,1765923.282,1335123.255,989703.9063
COC1=CC(=CC(=C1O)OC)C(=O)OCCCCN=C(N)N,Name,Leonurine,161464,311.3341926,6,1.0646,0.139534884,0.428571429,0,2825711.667,14855807.16,8942930.786,6734338.303,20823702.54,16909400.81
C1C(C(OC2=C1C(=CC3=C2C4C(C(O3)(OC5=CC(=CC(=C45)O)O)C6=CC(=C(C=C6)O)O)O)O)C7=CC(=C(C=C7)O)O)O,Name,Procyanidin A2,124025,576.5055141,9,3.581,0.5,0.2,0,1896913.253,4150401.783,3589923.698,503410.7457,634731.5953,618867.1464
C1CSSC1CCCCC(=O)O,Name,Thioctic acid,864,206.3280376,2,2.2334,0.192307692,0.875,1,1127173.937,1045044.262,825098.5309,11756202.08,8245389.192,7440654.446
CC(COC1C(C(C(C(O1)CO)O)O)O)(C=C)O,Name,2-Hydroxy-2-methyl-3-buten-1-yl beta-D-glucopyranoside,102571608,264.2727444,7,-1.7938,0.157894737,0.818181818,0,370977.1375,16704829.61,9014589.105,656437.714,5805456.298,4624159.152
CC(C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)O)N,Name,Ala-trp,85362,275.3036198,5,0.8995,0.243243243,0.285714286,1,1762755.826,2339663.316,1313294.034,938216.9351,374163.5811,371859.1281
CCCCCCCCC=CCCCCCCCC(=O)OC,Name,Methyl oleate,5364509,296.488659,2,7.0864,0,0.842105263,0,2479032.156,9424287.36,5238172.306,3744125.28,7894891.168,5679991.475
CC(C)C1=C(C(=C2C(=C1)C3CC4C2(CCCC4(C)C)C(=O)O3)O)O,Name,Carnosol,442009,330.4187972,4,4.3365,0.32,0.65,0,1219352.693,1180558.924,1074036.505,1220138.037,1329176.953,1283647.041
C(CSCC1C(C(C(O1)O)O)O)C(C(=O)O)N,Name,S-ribosyl-L-homocysteine,24798681,267.3008337,7,-1.9179,0.147058824,0.888888889,1,4910151.012,2964221.082,2298481.064,2150780.351,1779736.751,1621044.688
C1CC(N(C1)C(=O)CN)C(=O)O,Name,H-Gly-Pro-OH,3013625,172.1820615,5,-1.0093,0.208333333,0.714285714,1,425619.0102,493398.0101,471360.2214,480072.3705,3855224.664,3947165.229
CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)OCCO)C5=CC(=C(C=C5)OCCO)OCCO)O)O)O)O)O)O,Name,Troxerutin,5486699,742.6764899,14,-1.1361,0.329787234,0.545454545,0,485285.8716,544788.1246,619753.3093,1881062.04,785105.2102,1680287.65
CC(=CCC1=C(C=CC(=C1)C2C(C(=O)C3=C(O2)C(=C(C=C3)O)CC=C(C)C)O)O)C,Name,3-Hydroxy-glabrol,480854,408.4877632,4,5.7328,0.275862069,0.32,0,508899.3823,471819.2659,372517.6026,505674.7636,484367.7746,658251.6571
C1=CC(=C(C=C1O)O)C=CC2=CC(=CC(=C2)O)O,Name,Oxyresveratrol,5281717,244.2432113,4,2.7466,0.466666667,0,0,3431032.667,12864624.14,7187748.25,5784115.949,4655882.203,4093934.12
CCCCCCCCC(=O)NCC1=CC(=C(C=C1)O)OC,Name,Nonivamide,2998,293.4018286,3,4.0776,0.125,0.588235294,0,423440.8739,554846.5172,550261.9987,458312.7426,654787.921,648564.893
CC(C(=O)NC(CC1=CC=C(C=C1)O)C(=O)O)N,Name,Alanyltyrosine,92946,252.2669089,6,0.3386,0.176470588,0.333333333,1,1736129.202,2332220.664,2020388.747,2530829.251,3098058.171,2189382.31
C1=CN2C3C(C(C(O3)CO)O)OC2=NC1=O,Name,"2,2'-Cyclouridine",806138,226.1864617,5,-0.6202,0.461538462,0.555555556,0,1023287.607,7417026.688,2440138.687,2157670.653,4498314.411,5142644.595
COC1=C(C=C2C(=C1O)C3C(C(C(C(O3)CO)O)O)OC2=O)O,Name,Bergenin,66065,328.271999,8,-0.8993,0.358974359,0.5,0,506453.4358,11503104.58,6965072.946,1941493.769,1036258.734,706398.5566
C(C(C(=O)O)O)C(=O)O,Name,L(-)-Malic acid,222656,134.0876127,5,-0.9555,0,0.5,2,371245.9964,1197485.627,384411.0921,2149377.844,588444.1055,553497.9708
CC1CC(=O)C2(C1C(OC=C2C(=O)OC)OC3C(C(C(C(O3)CO)O)O)O)O,Name,Hastatoside,92043450,404.3665425,11,-2.7672,0.307692308,0.764705882,0,325200.3044,832212.966,4279376.791,2382230.012,3488182.419,2754628.651
CCCCCCC=CCCCCCCCC1=C(C(=CC=C1)O)C(=O)O,Name,Ginkgolic Acid,5281858,346.5043901,3,7.5954,0.101694915,0.590909091,1,169150.3437,223061.8076,211514.338,242458.3503,225268.0211,263520.3264
CC1C(=O)OC2CCN3C2C(=CC3)COC(=O)C(C1(C)O)(C)O,Name,Monocrotaline,9415,325.3575445,7,-0.0145,0.347826087,0.75,0,345312.4329,1983519.581,513726.153,982642.673,262093.3295,292804.8641
CN(CCCC(=O)C1=CN=CC=C1)N=O,Name,NNK,47289,207.2295082,3,0.7655,0.214285714,0.4,0,2329581.167,3570610.801,2010380.095,589823.3702,618130.3906,593206.7671
CC(=CCC(C1=CC(=O)C2=C(C=CC(=C2C1=O)O)O)OC(=O)CC(C)(C)OC(=O)C)C,Name,beta-Acetoxyisovalerylalkannin,155245,430.4486246,8,3.311,0.175438596,0.391304348,0,437944.8166,10386371.51,574880.4624,758495.7093,4522036.919,3808865.346
C(C(C1C(C(C(O1)(CO)O)O)O)O)OP(=O)(O)O,Name,s7p,91826668,290.1620735,10,-3.8846,0.151515152,1,2,1679077.944,5807351.245,3146881.559,3447022.019,1750577.864,3745463.327
,,,,,,,,,,250665.0234,1216505.987,804395.9271,2090809.075,678628.4747,763603.6561
CC12CC3(C4CC1(C4(C(O2)O3)COC(=O)C5=CC=CC=C5)OC6C(C(C(C(O6)COC(=O)C7=CC(=C(C(=C7)O)O)O)O)O)O)O,Name,Galloylpaeoniflorin,46882879,632.5672549,15,-0.0418,0.454545455,0.533333333,0,580603.7232,789578.4501,716067.4533,1771161.019,1774529.49,1989899.14
C1C2C(OCC2(C(O1)C3=CC4=C(C=C3)OCO4)O)C5=CC6=C(C=C5)OCO6,Name,Paulownin,3084131,370.353486,3,1.7193,0.577777778,0.4,0,319701.1327,506213.2416,434557.1687,568233.1945,596096.4113,789567.8652
C1C(OC2=C(C1=O)C=CC(=C2)O)C3=CC=C(C=C3)OC4C(C(C(C(O4)CO)O)O)OC5C(C(CO5)(CO)O)O,Name,Liquiritin apioside,10076238,550.50962,11,-0.748,0.420289855,0.5,0,261648.5931,238315.1558,259405.0373,267635.3626,325618.4621,340840.8193
CC(C)(C1CC2=C(O1)C=C3C(=C2OC)C(=O)C=C(O3)COC4C(C(C(C(O4)CO)O)O)O)O,Name,Prim-O-glucosylcimifugin,14034912,468.451985,8,0.0731,0.344262295,0.590909091,0,551681.9423,376577.8124,325745.6403,343268.8314,423196.7149,383936.4242
CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)C(=O)O)O)O)OC5C(C(C(C(O5)C(=O)O)O)O)O)C)C(=O)C=C6C3(CCC7(C6CC(CC7)(C)C(=O)O)C)C)C)C,Name,Glycyrrhizin,14982,822.9337132,16,2.4152,0.3,0.857142857,3,1945765.224,1129771.992,921533.594,1150065.228,1202013.26,1515869.551
C1=CC(=C(C=C1C=CC2=C(C=CC(=C2O)O)C=CC(=O)O)O)O,Name,Salvianolic acid F,10903113,314.2901104,6,2.8188,0.378378378,0,1,978077.2962,923485.6843,1217543.636,748429.102,1331706.361,1564644.033
C[N+](C)(C)CCO.C(C(C(=O)[O-])O)(C(=O)O)O,Name,Choline bitartrate,6900,253.2500351,7,-3.7529,0,0.777777778,2,933386.1375,865376.4918,683244.6222,927471.777,888392.0515,1207317.189
COC1=C(C=CC(=C1)C2C3COC(C3CO2)C4=CC(=C(C=C4)OC5C(C(C(C(O5)CO)O)O)O)OC)OC6C(C(C(C(O6)CO)O)O)O,Name,Pinoresinol Diglucoside,174003,682.6675392,12,-1.6756,0.377777778,0.625,0,1661685.411,2273591.917,3401217.075,1231635.342,3377847.58,2822993.129
,,,,,,,,,,375874.8982,516808.599,377908.098,546478.1118,493393.3049,610194.1719
CC1CC2(C(C1OC(=O)C3=CC=CC=C3)C(C(=C)CCC4C(C4(C)C)C=C(C2=O)C)OC(=O)C)OC(=O)C,Name,Euphorbia factor L3,10577938,522.6303959,7,5.0833,0.302631579,0.548387097,0,187606.0239,667297.5288,221803.0111,206907.272,216836.8209,235452.3448
C1=CC(=CC=C1CCC(=O)O)O,Name,3-(4-Hydroxyphenyl)propionic acid,10394,166.1742454,3,1.658,0.272727273,0.222222222,1,193883.5313,905846.3071,272749.5388,306368.309,892319.1629,853798.6568
C1=CC=C(C=C1)CC=O,Name,Phenylacetaldehyde,998,120.1488181,1,1.5166,0.352941176,0.125,0,8536917.857,20476438.84,16545902.45,1779069.448,7786275.588,14554946.65
C1=CC(=CC=C1C=CC(=O)O)O,Name,4-Coumaric acid,322,164.1583639,3,1.6348,0.3,0,1,152716983.8,18584291.86,15864387.08,14654461.23,15039428.09,15312379.32
C(C(C(C(=O)O)O)C(=O)O)C(=O)O,Name,Isocitric acid,1198,192.1237759,7,-1.34,0,0.5,3,27255255.72,9397750.235,27792778.19,87477174.77,24314356.02,36242637.25
CC(CC(=O)O)(CC(=O)O)O,Name,3-Hydroxy-3-methylglutaric acid,1662,162.1408476,5,-0.7157,0,0.666666667,2,3934001.63,2439221.701,3118030.698,3869149.825,3668137.492,4746892.96
,,,,,,,,,,12334620.74,12171866.8,13506439.17,12409795.27,13940194.29,12958133.41
C(C(C(C(C(C(=O)O)O)O)O)O)O,Name,Gluconic acid,10690,196.1555389,7,-2.7313,0,0.833333333,1,160934988.2,255309678.3,169387033.8,79328542.67,283377399.4,136316440.1
COC1=C(C=CC(=C1)C=CC(=O)O)O,Name,Ferulic acid,445858,194.1843862,3,1.6184,0.25,0.1,1,40582511.81,18556141.39,19619456.91,16433140.39,19169617.29,23601624.65
C1=CC(=CC=C1CC(C(=O)O)O)O,Name,DL-4-Hydroxyphenyllactic acid,9378,182.1736503,4,0.9775,0.260869565,0.222222222,1,1067489.526,683137.1827,954336.4021,18763792.21,1130372.038,1055859.817
C1C(C(C(CC1(C(=O)O)O)O)O)O,Name,D-(-)-Quinic acid,6508,192.1668699,6,-2.3923,0.24,0.857142857,1,3380166.497,12520032.48,716102.5348,10174153.42,6276293.104,1149008.474
C(CCC(=O)O)CC(=O)O,Name,Adipic acid,196,146.1414426,4,0.5024,0,0.666666667,2,26688330.73,15637770.16,14039983.64,27948925.13,24318828.27,41129995.63
CC(CC(=O)O)CC(=O)O,Name,3-Methylglutaric acid,12284,146.1414426,4,0.298,0,0.666666667,2,74157927.58,69063647.68,70809207.78,30499911.82,46296144.05,48683739.2
C(C(C(C(C(CO)O)O)O)O)O,Name,Dulcitol,11850,182.1720155,6,-2.9402,0,1,0,23403285.52,64648175.28,21367815.97,22455031.04,38473219.4,4426720.669
C(CCCC(=O)O)CCC(=O)O,Name,Suberic acid,10457,174.1946774,4,1.4148,0,0.75,2,16441049.49,3660819.565,6089594.867,3949518.818,3518587.378,7045374.978
CN1C2=C(NC1=O)N(C(=O)N(C2=O)C)C,Name,"1,3,7-Trimethyluric acid",79437,210.1903223,3,1.6536,0.36,0.375,0,84753263.32,91993712.3,82880413.99,43022357.64,69919315.07,79797876.7
C1C(C(C(C=C1C(=O)O)O)O)O,Name,"3,4,5-trihydroxycyclohex-1-ene-1-carboxylic acid",1094,174.1515835,5,-1.1785,0.272727273,0.571428571,1,214556.1189,211098.2737,215889.4079,209495321.1,117394857.4,302089.9956
,,,,,,,,,,3026887.212,1183174.772,1511038.962,4985229.981,2067332.154,2161814.467
C1C2=CC(=C(C=C2C3C1(COC4=C3C=CC(=C4O)O)O)O)O,Name,Hematoxylin,442514,302.2793745,5,1.5904,0.472222222,0.25,0,20470825.18,8149648.554,4979271.719,14351558.46,10487842.19,11608212.94
CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=O)(O)O)O,Name,Thymidine 5'-monophosphate,9700,322.2088777,8,-0.2299,0.305555556,0.6,2,7884744.349,906473.583,2900361.79,21071687.63,5916917.987,4484039.255
CC(=O)NC(CC(=O)O)C(=O)O,Name,N-Acetylaspartic acid,65065,175.13961,6,-1.2237,0,0.5,2,398729.9869,4358917.049,1103603.809,8897092.801,7624782.524,6063025.846
,,,,,,,,,,192383.761,223828.4079,189642.8133,628138.8863,374005.7101,305433.9446
CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C,Name,Taurochenodeoxycholic acid,387316,499.705685,7,2.6284,0.215189873,0.961538462,1,736476.3376,560628.2668,432156.3102,750552.6832,486394.2148,551752.1129
C(C(C(C(=O)O)O)O)(C(C(=O)O)O)O,Name,D-Saccharic acid,33037,210.1390623,8,-2.5224,0,0.666666667,2,594477.353,187386.5704,214994.1161,1280025.155,258847.6625,250263.6066
CC1=C(C=CC(=C1)C(=O)O)O,Name,4-Hydroxy-3-methylbenzoic acid,68138,152.147628,3,1.6532,0.315789474,0.125,1,332838.3994,485512.8943,337917.0025,460565.9933,438271.2336,272103.139
COC1=C(C=CC(=C1)CC=C)O,Name,Eugenol,3314,164.2014579,1,2.5541,0.25,0.2,0,5297813.539,8729023.02,5688383.991,61543467.09,10315774.68,7584502.353
CC(C)C(C(=O)O)NC(=O)C,Name,N-Acetylvaline,227752,159.1832991,4,0.2638,0,0.714285714,1,20409285.23,19536076.83,13182621.35,15027843.92,5994010.335,12591175.62
C1=CC(=CC(=C1)O)C(=O)O,Name,3-Hydroxybenzoic acid,7420,138.1210106,3,1.167,0.375,0,1,9139776.531,520834.6212,9461873.445,781920.2595,3264024.886,6342080.126
,,,,,,,,,,3091171.234,4387802.405,3777093.954,3801527.324,3522808.512,3229860.762
COC1=C(C=C2C(=C1)C(=O)C(=CO2)C3=CC=C(C=C3)O)O,Name,Glycitein,5317750,284.264088,3,2.9866,0.484848485,0.0625,0,140354.9818,1392833.269,698732.1493,1587311.111,1996838.946,1534260.404
C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2C(=O)O,Name,Monobenzyl phthalate,31736,256.2539472,4,2.8733,0.483870968,0.066666667,1,854618.4387,4875451.243,2486996.545,1629982.124,3593801.388,2750123.207
C1=CC=C(C=C1)CCC(=O)O,Name,Hydrocinnamic acid,107,150.1748405,2,1.9254,0.285714286,0.222222222,1,1325718.263,654960.992,560134.2213,2213481.12,1225224.304,984031.4178
CC(CCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C,Name,Cholic acid,221493,408.5723163,5,2.8874,0.246376812,0.958333333,1,2490591.654,559685.0496,2416998.258,1300549.032,1735945.509,2980692.492
,,,,,,,,,,2412107.578,1748906.858,1323301.34,11997790.09,6251684.978,4757029.535
CC(C)(CO)C(C(=O)NCCCO)O,Name,Panthenol,4678,205.2518203,5,-1.1583,0,0.888888889,0,1335412.827,2489563.019,1656962.332,3973911.599,4640557.699,4221567.701
,,,,,,,,,,1965614.268,95535.73486,2405508.071,114910.3041,111811.1865,2765302.567
CC(CCC(=O)O)C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C,Name,Deoxycholic Acid,222528,392.5729114,4,4.0568,0.25,0.958333333,1,1866156.895,2845183.68,1802265.168,2423041.644,5411218.18,4862598.461
COC1C(C(OC1N2C=NC3=C2N=C(NC3=O)N)CO)O,Name,2'-O-Methylguanosine,135406950,297.2677468,8,-1.9073,0.388888889,0.545454545,0,772626.202,854723.3684,802301.0737,2423211.125,921201.377,1234065.201
CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(CO)O)O)O,Name,Riboflavin,493570,376.3645677,8,1.0706,0.29787234,0.411764706,0,155834.7091,2482773.978,180750.7004,209213.5469,621282.6339,215089.3038
C(CCCCCC(=O)O)CCCCC(=O)O,Name,Dodecanedioic acid,12736,230.3011471,4,3.2396,0,0.833333333,2,244160.6069,235982.6668,309325.3806,291593.0657,255188.4949,291398.4009
C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3(C(C(C(O3)CO)O)O)CO)O)O)O)O)O)O)O,Name,D-Raffinose,439242,504.4378291,16,-6.0574,0.303030303,1,0,43723482.22,37887871.55,29834593.59,25694598.7,30752740.04,25075022.44
CC(C)CC(C(=O)O)NC(=O)C,Name,N-Acetyl-L-leucine,70912,173.2099165,4,0.6525,0,0.75,1,12577081.84,15754382.91,8259801.451,9074361.194,10497546.76,17006326.43
