EC_Number,Taxonomy,Genus,Species,Microbe,Reaction_ID,Reaction_Name,Definition,Equation,Reactants,Products,Reactants_With_Formula,Products_With_Formula,hit,matched_exudates,matched_side,matched_compounds_in_rxn
2.4.1.17,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Rhodoplanes;s__Rhodoplanes_elegans,Rhodoplanes,Rhodoplanes elegans,Rhodoplanes elegans,R02478,UDPglucuronate beta-D-glucuronosyltransferase(acceptor-unspecific),Androsterone + UDP-glucuronate <=> Androsterone glucuronide + UDP,C00523 + C00167 <=> C11135 + C00015,C00523; C00167,C11135; C00015,C00523; C00167 [C19H30O2 | Androsterone; 3alpha-Hydroxy-5alpha-androstan-17-one],C11135; C00015 [C25H38O8 | Androsterone glucuronide; Androsterone 3-glucuronide],TRUE,Androsterone,Reactant,Androsterone
2.4.1.17,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Rhodoplanes;s__Rhodoplanes_elegans,Rhodoplanes,Rhodoplanes elegans,Rhodoplanes elegans,R02502,17beta-hydroxysteroid UDP-glucuronosyltransferase,Testosterone + UDP-glucuronate <=> Testosterone glucuronide + UDP,C00535 + C00167 <=> C11134 + C00015,C00535; C00167,C11134; C00015,C00535; C00167 [C19H28O2 | Testosterone; 17beta-Hydroxy-4-androsten-3-one],C11134; C00015 [C25H36O8 | Testosterone glucuronide; Testosterone 17beta-(beta-D-glucuronide)],TRUE,Testosterone,Reactant,Testosterone
2.4.1.17,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Rhodoplanes;s__Rhodoplanes_elegans,Rhodoplanes,Rhodoplanes elegans,Rhodoplanes elegans,R04352,UDPglucuronate beta-D-glucuronosyltransferase(acceptor-unspecific),Etiocholanolone + UDP-glucuronate <=> Etiocholan-3alpha-ol-17-one 3-glucuronide + UDP,C04373 + C00167 <=> C11136 + C00015,C04373; C00167,C11136; C00015,C04373; C00167 [C19H30O2 | Etiocholanolone; 3alpha-Hydroxy-5beta-androstan-17-one; Etiocholan-3alpha-ol-17-one; 3alpha-Hydroxyetiocholan-17-one],C11136; C00015 [C25H38O8 | Etiocholan-3alpha-ol-17-one 3-glucuronide],TRUE,Etiocholanolone,Reactant,Etiocholanolone
2.4.1.17,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Rhodoplanes;s__Rhodoplanes_elegans,Rhodoplanes,Rhodoplanes elegans,Rhodoplanes elegans,R04353,UDPglucuronate beta-D-glucuronosyltransferase(acceptor-unspecific),2-Methoxyestrone + UDP-glucuronate <=> 2-Methoxyestrone 3-glucuronide + UDP,C05299 + C00167 <=> C11132 + C00015,C05299; C00167,C11132; C00015,C05299; C00167 [C19H24O3 | 2-Methoxyestrone],C11132; C00015 [C25H32O9 | 2-Methoxyestrone 3-glucuronide],TRUE,2-Methoxyestrone,Reactant,2-Methoxyestrone
2.4.1.5,k__Bacteria;p__Bacteroidetes;c__unclassified_Bacteroidetes;o__unclassified_Bacteroidetes;f__unclassified_Bacteroidetes;g__unclassified_Bacteroidetes;s__Bacteroidetes_bacterium,unclassified Bacteroidetes,Bacteroidetes bacterium,Bacteroidetes bacterium,R02120,"sucrose:1,6-alpha-D-glucan 6-alpha-D-glucosyltransferase",Sucrose + Dextran <=> D-Fructose + Dextran,C00089 + C00372 <=> C00095 + C00372,C00089; C00372,C00095; C00372,C00089; C00372 [C12H22O11 | Sucrose; Cane sugar; Saccharose; 1-alpha-D-Glucopyranosyl-2-beta-D-fructofuranoside],C00095; C00372 [C6H12O6 | D-Fructose; Levulose; Fruit sugar; D-arabino-Hexulose],TRUE,Sucrose,Reactant,Sucrose
2.4.1.7,k__Bacteria;p__Proteobacteria;c__unclassified_Proteobacteria;o__unclassified_Proteobacteria;f__unclassified_Proteobacteria;g__unclassified_Proteobacteria;s__Proteobacteria_bacterium,unclassified Proteobacteria,Proteobacteria bacterium,Proteobacteria bacterium,R00803,sucrose:phosphate alpha-D-glucosyltransferase,Sucrose + Orthophosphate <=> D-Fructose + D-Glucose 1-phosphate,C00089 + C00009 <=> C00095 + C00103,C00089; C00009,C00095; C00103,C00089; C00009 [C12H22O11 | Sucrose; Cane sugar; Saccharose; 1-alpha-D-Glucopyranosyl-2-beta-D-fructofuranoside],C00095; C00103 [C6H12O6 | D-Fructose; Levulose; Fruit sugar; D-arabino-Hexulose],TRUE,Sucrose,Reactant,Sucrose
2.4.1.83,k__Bacteria;p__Chloroflexi;c__unclassified_Chloroflexi;o__unclassified_Chloroflexi;f__unclassified_Chloroflexi;g__unclassified_Chloroflexi;s__Chloroflexi_bacterium_HGW-Chloroflexi-5,unclassified Chloroflexi,Chloroflexi bacterium HGW-Chloroflexi-5,Chloroflexi bacterium HGW-Chloroflexi-5,R01009,GDPmannose:dolichyl-phosphate O-beta-D-mannosyltransferase,GDP-mannose + Dolichyl phosphate <=> GDP + Dolichyl phosphate D-mannose,C00096 + C00110 <=> C00035 + C03862,C00096; C00110,C00035; C03862,C00096; C00110 [C16H25N5O16P2 | GDP-mannose; GDP-D-mannose; GDP-alpha-D-mannose],C00035; C03862 [C10H15N5O11P2 | GDP; Guanosine 5'-diphosphate; Guanosine diphosphate],TRUE,Guanosine 5'-diphosphate,Product,Guanosine 5'-diphosphate
2.4.1.87,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Thiobacillaceae;g__Thiobacillus;s__Thiobacillus_sp._65-29,Thiobacillus,Thiobacillus sp. 65-29,Thiobacillus sp. 65-29,R02791,UDP-alpha-D-galactose:beta-D-galactosyl-(1->4)-beta-N-acetyl-D-glucosaminyl-R 3-alpha-D-galactosyltransferase,"UDP-alpha-D-galactose + beta-D-Galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-R <=> UDP + alpha-D-Galactosyl-1,3-beta-D-galactosyl-1,4-N-acetyl-D-glucosaminyl-R",C00052 + C00694 <=> C00015 + C04855,C00052; C00694,C00015; C04855,C00052; C00694 [C15H24N2O17P2 | UDP-alpha-D-galactose; UDP-D-galactose; UDP-galactose; UDP-D-galactopyranose; UDP-alpha-D-galactopyranose],C00015; C04855 [C9H14N2O12P2 | UDP; Uridine 5'-diphosphate],TRUE,UDP-galactose,Reactant,UDP-galactose
2.4.1.87,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Thiobacillaceae;g__Thiobacillus;s__Thiobacillus_sp._65-29,Thiobacillus,Thiobacillus sp. 65-29,Thiobacillus sp. 65-29,R04531,UDP-alpha-D-galactose:N-acetyllactosamine 3-alpha-D-galactosyltransferase,"UDP-alpha-D-galactose + N-Acetyllactosamine <=> UDP + alpha-D-Galactosyl-1,3-beta-D-galactosyl-1,4-N-acetyl-D-glucosamine",C00052 + C00611 <=> C00015 + C04847,C00052; C00611,C00015; C04847,C00052; C00611 [C15H24N2O17P2 | UDP-alpha-D-galactose; UDP-D-galactose; UDP-galactose; UDP-D-galactopyranose; UDP-alpha-D-galactopyranose],C00015; C04847 [C9H14N2O12P2 | UDP; Uridine 5'-diphosphate],TRUE,UDP-galactose,Reactant,UDP-galactose
2.4.2.10,k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__unclassified_Anaerolineaceae;s__Anaerolineaceae_bacterium_4572_5.2,unclassified Anaerolineaceae,Anaerolineaceae bacterium 4572 5.2,Anaerolineaceae bacterium 4572 5.2,R01870,orotidine-5'-phosphate:diphosphate phospho-alpha-D-ribosyl-transferase,Orotidine 5'-phosphate + Diphosphate <=> Orotate + 5-Phospho-alpha-D-ribose 1-diphosphate,C01103 + C00013 <=> C00295 + C00119,C01103; C00013,C00295; C00119,C01103; C00013 [C10H13N2O11P | Orotidine 5'-phosphate; Orotidylic acid],C00295; C00119 [C5H4N2O4 | Orotate; Orotic acid; Uracil-6-carboxylic acid],TRUE,Orotic acid,Product,Orotic acid
2.4.2.17,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__unclassified_Syntrophobacterales;g__unclassified_Syntrophobacterales;s__Syntrophobacterales_bacterium,unclassified Syntrophobacterales,Syntrophobacterales bacterium,Syntrophobacterales bacterium,R01071,1-(5-phospho-D-ribosyl)-ATP:diphosphate phospho-alpha-D-ribosyl-transferase,1-(5-Phospho-D-ribosyl)-ATP + Diphosphate <=> ATP + 5-Phospho-alpha-D-ribose 1-diphosphate,C02739 + C00013 <=> C00002 + C00119,C02739; C00013,C00002; C00119,C02739; C00013 [C15H25N5O20P4 | 1-(5-Phospho-D-ribosyl)-ATP; Phosphoribosyl-ATP; N1-(5-Phospho-D-ribosyl)-ATP; 1-(5-Phosphoribosyl)-ATP; 1-(5-Phospho-beta-D-ribosyl)-ATP],C00002; C00119 [C10H16N5O13P3 | ATP; Adenosine 5'-triphosphate],TRUE,ATP,Product,ATP
2.4.2.19,k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Bryobacterales;f__Bryobacteraceae;g__Paludibaculum;s__Paludibaculum_fermentans,Paludibaculum,Paludibaculum fermentans,Paludibaculum fermentans,R03348,nicotinate-nucleotide:pyrophosphate phosphoribosyltransferase (carboxylating),Nicotinate D-ribonucleotide + Diphosphate + CO2 <=> Quinolinate + 5-Phospho-alpha-D-ribose 1-diphosphate,C01185 + C00013 + C00011 <=> C03722 + C00119,C01185; C00013; C00011,C03722; C00119,C01185; C00013; C00011 [C11H15NO9P | Nicotinate D-ribonucleotide; beta-Nicotinate D-ribonucleotide; Nicotinate ribonucleotide; Nicotinic acid ribonucleotide],"C03722; C00119 [C7H5NO4 | Quinolinate; Pyridine-2,3-dicarboxylate; Quinolinic acid; 2,3-Pyridinedicarboxylic acid]",TRUE,Quinolinic acid,Product,Quinolinic acid
2.4.2.2,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__unclassified_Betaproteobacteria;f__unclassified_Betaproteobacteria;g__unclassified_Betaproteobacteria;s__Betaproteobacteria_bacterium_RIFCSPLOWO2_12_FULL_67_28,unclassified Betaproteobacteria,Betaproteobacteria bacterium RIFCSPLOWO2 12 FULL 67 28,Betaproteobacteria bacterium RIFCSPLOWO2 12 FULL 67 28,R01570,thymidine:phosphate deoxy-alpha-D-ribosyltransferase,Thymidine + Orthophosphate <=> Thymine + 2-Deoxy-D-ribose 1-phosphate,C00214 + C00009 <=> C00178 + C00672,C00214; C00009,C00178; C00672,C00214; C00009 [C10H14N2O5 | Thymidine; Deoxythymidine],C00178; C00672 [C5H6N2O2 | Thymine; 5-Methyluracil],TRUE,Thymidine; Thymine,Reactant; Product,Thymidine; Thymine
2.4.2.2,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__unclassified_Betaproteobacteria;f__unclassified_Betaproteobacteria;g__unclassified_Betaproteobacteria;s__Betaproteobacteria_bacterium_RIFCSPLOWO2_12_FULL_67_28,unclassified Betaproteobacteria,Betaproteobacteria bacterium RIFCSPLOWO2 12 FULL 67 28,Betaproteobacteria bacterium RIFCSPLOWO2 12 FULL 67 28,R01876,uridine:phosphate alpha-D-ribosyltransferase,Uridine + Orthophosphate <=> Uracil + alpha-D-Ribose 1-phosphate,C00299 + C00009 <=> C00106 + C00620,C00299; C00009,C00106; C00620,C00299; C00009 [C9H12N2O6 | Uridine],C00106; C00620 [C4H4N2O2 | Uracil],TRUE,Uridine; Uracil,Reactant; Product,Uridine; Uracil
2.4.2.2,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__unclassified_Betaproteobacteria;f__unclassified_Betaproteobacteria;g__unclassified_Betaproteobacteria;s__Betaproteobacteria_bacterium_RIFCSPLOWO2_12_FULL_67_28,unclassified Betaproteobacteria,Betaproteobacteria bacterium RIFCSPLOWO2 12 FULL 67 28,Betaproteobacteria bacterium RIFCSPLOWO2 12 FULL 67 28,R02296,cytidine:orthophosphate alpha-D-ribosyltransferase,Cytidine + Orthophosphate <=> Cytosine + alpha-D-Ribose 1-phosphate,C00475 + C00009 <=> C00380 + C00620,C00475; C00009,C00380; C00620,C00475; C00009 [C9H13N3O5 | Cytidine],C00380; C00620 [C4H5N3O | Cytosine],TRUE,Cytidine; Cytosine,Reactant; Product,Cytidine; Cytosine
2.4.2.2,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__unclassified_Betaproteobacteria;f__unclassified_Betaproteobacteria;g__unclassified_Betaproteobacteria;s__Betaproteobacteria_bacterium_RIFCSPLOWO2_12_FULL_67_28,unclassified Betaproteobacteria,Betaproteobacteria bacterium RIFCSPLOWO2 12 FULL 67 28,Betaproteobacteria bacterium RIFCSPLOWO2 12 FULL 67 28,R02484,deoxyuridine:orthophosphate 2-deoxy-D-ribosyltransferase; deoxyuridine:orthophosphate ribosyltransferase,Deoxyuridine + Orthophosphate <=> Uracil + 2-Deoxy-D-ribose 1-phosphate,C00526 + C00009 <=> C00106 + C00672,C00526; C00009,C00106; C00672,C00526; C00009 [C9H12N2O5 | Deoxyuridine; 2-Deoxyuridine; 2'-Deoxyuridine],C00106; C00672 [C4H4N2O2 | Uracil],TRUE,Uracil,Product,Uracil
2.4.2.21,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__unclassified_Betaproteobacteria;f__unclassified_Betaproteobacteria;g__unclassified_Betaproteobacteria;s__Betaproteobacteria_bacterium_RBG_16_66_20,unclassified Betaproteobacteria,Betaproteobacteria bacterium RBG 16 66 20,Betaproteobacteria bacterium RBG 16 66 20,R04148,nicotinate-nucleotide:dimethylbenzimidazole phospho-D-ribosyltransferase,"Nicotinate D-ribonucleotide + Dimethylbenzimidazole <=> Nicotinate + N1-(5-Phospho-alpha-D-ribosyl)-5,6-dimethylbenzimidazole + H+",C01185 + C03114 <=> C00253 + C04778 + C00080,C01185; C03114,C00253; C04778; C00080,C01185; C03114 [C11H15NO9P | Nicotinate D-ribonucleotide; beta-Nicotinate D-ribonucleotide; Nicotinate ribonucleotide; Nicotinic acid ribonucleotide],C00253; C04778; C00080 [C6H5NO2 | Nicotinate; Nicotinic acid; Niacin; 3-Pyridinecarboxylic acid],TRUE,Nicotinic acid,Product,Nicotinic acid
2.4.2.22,k__Bacteria;p__Aquificae;c__Aquificae;o__Aquificales;f__Aquificaceae;g__Aquifex;s__Aquifex_sp.,Aquifex,Aquifex sp.,Aquifex sp.,R01229,GMP:diphosphate 5-phospho-alpha-D-ribosyltransferase,GMP + Diphosphate <=> Guanine + 5-Phospho-alpha-D-ribose 1-diphosphate,C00144 + C00013 <=> C00242 + C00119,C00144; C00013,C00242; C00119,C00144; C00013 [C10H14N5O8P | GMP; Guanosine 5'-phosphate; Guanosine monophosphate; Guanosine 5'-monophosphate; Guanylic acid],C00242; C00119 [C5H5N5O | Guanine; 2-Amino-6-hydroxypurine],TRUE,GMP; Guanine,Reactant; Product,GMP; Guanine
2.4.2.22,k__Bacteria;p__Aquificae;c__Aquificae;o__Aquificales;f__Aquificaceae;g__Aquifex;s__Aquifex_sp.,Aquifex,Aquifex sp.,Aquifex sp.,R02142,XMP:pyrophosphate phosphoribosyltransferase,Xanthosine 5'-phosphate + Diphosphate <=> Xanthine + 5-Phospho-alpha-D-ribose 1-diphosphate,C00655 + C00013 <=> C00385 + C00119,C00655; C00013,C00385; C00119,C00655; C00013 [C10H13N4O9P | Xanthosine 5'-phosphate; Xanthylic acid; XMP; (9-D-Ribosylxanthine)-5'-phosphate],C00385; C00119 [C5H4N4O2 | Xanthine],TRUE,Xanthine,Product,Xanthine
2.4.2.28,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Roseomonas;s__Roseomonas_sp._MO17,Roseomonas,Roseomonas sp. MO17,Roseomonas sp. MO17,R01402,S-methyl-5'-thioadenosine:phosphate S-methyl-5-thio-alpha-D-ribosyl-transferase,5'-Methylthioadenosine + Orthophosphate <=> Adenine + S-Methyl-5-thio-D-ribose 1-phosphate,C00170 + C00009 <=> C00147 + C04188,C00170; C00009,C00147; C04188,C00170; C00009 [C11H15N5O3S | 5'-Methylthioadenosine; Methylthioadenosine; S-Methyl-5'-thioadenosine; 5-Methylthioadenosine; 5'-Deoxy-5'-(methylthio)adenosine; Thiomethyladenosine; MTA; 5'-Deoxy-5'-(methylsulfanyl)adenosine],C00147; C04188 [C5H5N5 | Adenine; 6-Aminopurine],TRUE,Adenine,Product,Adenine
2.4.2.3,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__unclassified_Rhodospirillales;g__Reyranella;s__Reyranella_massiliensis,Reyranella,Reyranella massiliensis,Reyranella massiliensis,R01876,uridine:phosphate alpha-D-ribosyltransferase,Uridine + Orthophosphate <=> Uracil + alpha-D-Ribose 1-phosphate,C00299 + C00009 <=> C00106 + C00620,C00299; C00009,C00106; C00620,C00299; C00009 [C9H12N2O6 | Uridine],C00106; C00620 [C4H4N2O2 | Uracil],TRUE,Uridine; Uracil,Reactant; Product,Uridine; Uracil
2.4.2.3,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__unclassified_Rhodospirillales;g__Reyranella;s__Reyranella_massiliensis,Reyranella,Reyranella massiliensis,Reyranella massiliensis,R02484,deoxyuridine:orthophosphate 2-deoxy-D-ribosyltransferase; deoxyuridine:orthophosphate ribosyltransferase,Deoxyuridine + Orthophosphate <=> Uracil + 2-Deoxy-D-ribose 1-phosphate,C00526 + C00009 <=> C00106 + C00672,C00526; C00009,C00106; C00672,C00526; C00009 [C9H12N2O5 | Deoxyuridine; 2-Deoxyuridine; 2'-Deoxyuridine],C00106; C00672 [C4H4N2O2 | Uracil],TRUE,Uracil,Product,Uracil
2.4.2.4,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Myxococcaceae;g__Corallococcus;s__Corallococcus_sp._H22C18031201,Corallococcus,Corallococcus sp. H22C18031201,Corallococcus sp. H22C18031201,R01570,thymidine:phosphate deoxy-alpha-D-ribosyltransferase,Thymidine + Orthophosphate <=> Thymine + 2-Deoxy-D-ribose 1-phosphate,C00214 + C00009 <=> C00178 + C00672,C00214; C00009,C00178; C00672,C00214; C00009 [C10H14N2O5 | Thymidine; Deoxythymidine],C00178; C00672 [C5H6N2O2 | Thymine; 5-Methyluracil],TRUE,Thymidine; Thymine,Reactant; Product,Thymidine; Thymine
2.4.2.4,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Myxococcaceae;g__Corallococcus;s__Corallococcus_sp._H22C18031201,Corallococcus,Corallococcus sp. H22C18031201,Corallococcus sp. H22C18031201,R01969,deoxyguanosine:orthophosphate ribosyltransferase,Deoxyguanosine + Orthophosphate <=> Guanine + 2-Deoxy-D-ribose 1-phosphate,C00330 + C00009 <=> C00242 + C00672,C00330; C00009,C00242; C00672,C00330; C00009 [C10H13N5O4 | Deoxyguanosine; 2'-Deoxyguanosine],C00242; C00672 [C5H5N5O | Guanine; 2-Amino-6-hydroxypurine],TRUE,2'-Deoxyguanosine; Guanine,Reactant; Product,2'-Deoxyguanosine; Guanine
2.4.2.4,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Myxococcaceae;g__Corallococcus;s__Corallococcus_sp._H22C18031201,Corallococcus,Corallococcus sp. H22C18031201,Corallococcus sp. H22C18031201,R02484,deoxyuridine:orthophosphate 2-deoxy-D-ribosyltransferase; deoxyuridine:orthophosphate ribosyltransferase,Deoxyuridine + Orthophosphate <=> Uracil + 2-Deoxy-D-ribose 1-phosphate,C00526 + C00009 <=> C00106 + C00672,C00526; C00009,C00106; C00672,C00526; C00009 [C9H12N2O5 | Deoxyuridine; 2-Deoxyuridine; 2'-Deoxyuridine],C00106; C00672 [C4H4N2O2 | Uracil],TRUE,Uracil,Product,Uracil
2.4.2.4,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Myxococcaceae;g__Corallococcus;s__Corallococcus_sp._H22C18031201,Corallococcus,Corallococcus sp. H22C18031201,Corallococcus sp. H22C18031201,R02748,deoxyinosine:orthophosphate ribosyltransferase,Deoxyinosine + Orthophosphate <=> Hypoxanthine + 2-Deoxy-D-ribose 1-phosphate,C05512 + C00009 <=> C00262 + C00672,C05512; C00009,C00262; C00672,C05512; C00009 [C10H12N4O4 | Deoxyinosine; 2'-Deoxyinosine],C00262; C00672 [C5H4N4O | Hypoxanthine; Purine-6-ol],TRUE,2'-Deoxyinosine; Hypoxanthine,Reactant; Product,2'-Deoxyinosine; Hypoxanthine
2.4.2.7,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Fluviibacterium;s__Fluviibacterium_aquatile,Fluviibacterium,Fluviibacterium aquatile,Fluviibacterium aquatile,R00190,AMP:diphosphate phospho-D-ribosyltransferase,AMP + Diphosphate <=> Adenine + 5-Phospho-alpha-D-ribose 1-diphosphate,C00020 + C00013 <=> C00147 + C00119,C00020; C00013,C00147; C00119,C00020; C00013 [C10H14N5O7P | AMP; Adenosine 5'-monophosphate; Adenylic acid; Adenylate; 5'-AMP; 5'-Adenylic acid; 5'-Adenosine monophosphate; Adenosine 5'-phosphate],C00147; C00119 [C5H5N5 | Adenine; 6-Aminopurine],TRUE,Adenosine 5'-monophosphate; 5'-Adenylic acid; Adenine,Reactant; Product,Adenosine 5'-monophosphate; 5'-Adenylic acid; Adenine
2.4.2.8,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Bordetella;s__Bordetella_genomosp._13,Bordetella,Bordetella genomosp. 13,Bordetella genomosp. 13,R01132,IMP:diphosphate phospho-D-ribosyltransferase,IMP + Diphosphate <=> Hypoxanthine + 5-Phospho-alpha-D-ribose 1-diphosphate,C00130 + C00013 <=> C00262 + C00119,C00130; C00013,C00262; C00119,C00130; C00013 [C10H13N4O8P | IMP; Inosinic acid; Inosine monophosphate; Inosine 5'-monophosphate; Inosine 5'-phosphate; 5'-Inosinate; 5'-Inosinic acid; 5'-Inosine monophosphate; 5'-IMP],C00262; C00119 [C5H4N4O | Hypoxanthine; Purine-6-ol],TRUE,Inosine-5'-monophosphate; Hypoxanthine,Reactant; Product,Inosine 5'-monophosphate; Hypoxanthine
2.4.2.8,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Bordetella;s__Bordetella_genomosp._13,Bordetella,Bordetella genomosp. 13,Bordetella genomosp. 13,R01229,GMP:diphosphate 5-phospho-alpha-D-ribosyltransferase,GMP + Diphosphate <=> Guanine + 5-Phospho-alpha-D-ribose 1-diphosphate,C00144 + C00013 <=> C00242 + C00119,C00144; C00013,C00242; C00119,C00144; C00013 [C10H14N5O8P | GMP; Guanosine 5'-phosphate; Guanosine monophosphate; Guanosine 5'-monophosphate; Guanylic acid],C00242; C00119 [C5H5N5O | Guanine; 2-Amino-6-hydroxypurine],TRUE,GMP; Guanine,Reactant; Product,GMP; Guanine
2.4.2.8,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Bordetella;s__Bordetella_genomosp._13,Bordetella,Bordetella genomosp. 13,Bordetella genomosp. 13,R02142,XMP:pyrophosphate phosphoribosyltransferase,Xanthosine 5'-phosphate + Diphosphate <=> Xanthine + 5-Phospho-alpha-D-ribose 1-diphosphate,C00655 + C00013 <=> C00385 + C00119,C00655; C00013,C00385; C00119,C00655; C00013 [C10H13N4O9P | Xanthosine 5'-phosphate; Xanthylic acid; XMP; (9-D-Ribosylxanthine)-5'-phosphate],C00385; C00119 [C5H4N4O2 | Xanthine],TRUE,Xanthine,Product,Xanthine
2.4.2.9,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__unclassified_Betaproteobacteria;f__unclassified_Betaproteobacteria;g__Candidatus_Accumulibacter;s__Candidatus_Accumulibacter_phosphatis,Candidatus Accumulibacter,Candidatus Accumulibacter phosphatis,Candidatus Accumulibacter phosphatis,R00966,UMP:diphosphate phospho-alpha-D-ribosyltransferase,UMP + Diphosphate <=> Uracil + 5-Phospho-alpha-D-ribose 1-diphosphate,C00105 + C00013 <=> C00106 + C00119,C00105; C00013,C00106; C00119,C00105; C00013 [C9H13N2O9P | UMP; Uridylic acid; Uridine monophosphate; Uridine 5'-monophosphate; 5'Uridylic acid; Uridylate],C00106; C00119 [C4H4N2O2 | Uracil],TRUE,Uridine 5'-monophosphate; Uracil,Reactant; Product,Uridine 5'-monophosphate; Uracil
2.5.1.17,k__Bacteria;p__Verrucomicrobia;c__unclassified_Verrucomicrobia;o__unclassified_Verrucomicrobia;f__unclassified_Verrucomicrobia;g__unclassified_Verrucomicrobia;s__unclassified_Verrucomicrobia,unclassified Verrucomicrobia,unclassified Verrucomicrobia,unclassified Verrucomicrobia,R01492,ATP:cob(I)alamin Co-beta-adenosyltransferase,ATP + Cob(I)alamin <=> Triphosphate + Cobamide coenzyme,C00002 + C00853 <=> C00536 + C00194,C00002; C00853,C00536; C00194,C00002; C00853 [C10H16N5O13P3 | ATP; Adenosine 5'-triphosphate],C00536; C00194 [H5P3O10 | Triphosphate; Triphosphoric acid; Tripolyphosphate; Inorganic triphosphate],TRUE,ATP,Reactant,ATP
2.5.1.17,k__Bacteria;p__Verrucomicrobia;c__unclassified_Verrucomicrobia;o__unclassified_Verrucomicrobia;f__unclassified_Verrucomicrobia;g__unclassified_Verrucomicrobia;s__unclassified_Verrucomicrobia,unclassified Verrucomicrobia,unclassified Verrucomicrobia,unclassified Verrucomicrobia,R07268,ATP:cobinamide Cobeta-adenosyltransferase,ATP + Cobinamide <=> Triphosphate + Adenosyl cobinamide,C00002 + C05774 <=> C00536 + C06508,C00002; C05774,C00536; C06508,C00002; C05774 [C10H16N5O13P3 | ATP; Adenosine 5'-triphosphate],C00536; C06508 [H5P3O10 | Triphosphate; Triphosphoric acid; Tripolyphosphate; Inorganic triphosphate],TRUE,ATP,Reactant,ATP
